Session ID,User ID,Vehicle_Variant_ID,Station_Variant_ID,Date,TimeOfDay_ID,Charging Duration (hours),Energy Consumed (kWh),Charging Rate (kW),Charging Cost (USD)
S362,User_362,V12,S1021,2024-01-16,2,1.333,26.992,46.581,36.5
S363,User_363,V16,S263,2024-01-16,4,3.617,6.938,13.288,16.89
S364,User_364,V70,S457,2024-01-16,3,1.65,42.29,37.806,7.81
S365,User_365,V23,S1167,2024-01-16,3,1.1,30.036,13.373,35.95
S366,User_366,V74,S167,2024-01-16,2,1.0,10.386,47.766,21.49
S367,User_367,V7,S1078,2024-01-16,4,3.3,45.719,47.843,31.23
S368,User_368,V42,S29,2024-01-16,3,1.517,24.6,11.82,29.23
S369,User_369,V9,S706,2024-01-16,2,2.033,23.147,25.399,11.0
S370,User_370,V82,S559,2024-01-16,4,3.583,52.716,6.423,34.4
S371,User_371,V126,S108,2024-01-16,1,0.717,33.317,46.489,36.94
S372,User_372,V6,S930,2024-01-16,3,3.217,68.253,29.208,9.46
S373,User_373,V122,S1116,2024-01-16,3,3.217,56.42,25.403,29.85
S374,User_374,V51,S43,2024-01-16,4,1.8,52.904,15.572,18.54
S375,User_375,V142,S125,2024-01-16,2,0.617,28.164,23.389,29.76
S376,User_376,V62,S270,2024-01-16,4,3.05,1.357,16.268,23.87
S377,User_377,V16,S774,2024-01-16,2,1.083,8.93,8.243,0.23
S378,User_378,V119,S748,2024-01-16,4,1.283,55.783,46.333,30.47
S379,User_379,V122,S1115,2024-01-16,1,1.9,16.674,32.995,28.16
S380,User_380,V86,S378,2024-01-16,3,0.95,13.281,59.149,13.61
S381,User_381,V107,S242,2024-01-16,2,3.75,7.669,25.457,17.36
S382,User_382,V78,S530,2024-01-16,1,3.65,84.764,23.223,17.86
S383,User_383,V147,S1183,2024-01-16,4,3.95,64.943,49.319,15.32
S384,User_384,V23,S482,2024-01-16,2,3.883,70.061,42.946,15.24
S385,User_385,V82,S772,2024-01-17,2,3.95,110.025,27.854,24.65
S386,User_386,V160,S1191,2024-01-17,1,1.333,46.56,35.776,23.56
S387,User_387,V107,S959,2024-01-17,4,2.217,54.884,6.985,6.56
S388,User_388,V107,S203,2024-01-17,1,3.317,13.726,12.484,21.09
S389,User_389,V150,S162,2024-01-17,4,2.167,74.22,3.567,29.17
S390,User_390,V107,S825,2024-01-17,1,0.967,20.581,37.027,31.68
S391,User_391,V150,S626,2024-01-17,1,2.6,36.048,49.852,7.46
S392,User_392,V74,S143,2024-01-17,1,1.85,31.736,11.13,11.74
S393,User_393,V82,S745,2024-01-17,1,0.65,64.538,17.56,32.97
S394,User_394,V154,S469,2024-01-17,4,2.25,41.569,27.877,37.11
S395,User_395,V78,S872,2024-01-17,3,3.267,34.376,3.807,35.35
S396,User_396,V73,S627,2024-01-17,1,3.983,12.118,7.997,37.31
S397,User_397,V82,S28,2024-01-17,4,0.5,48.273,43.142,10.33
S398,User_398,V42,S1002,2024-01-17,3,1.133,26.402,47.759,10.57
S399,User_399,V9,S760,2024-01-17,2,0.833,54.627,27.773,37.76
S400,User_400,V119,S682,2024-01-17,2,1.567,69.45,49.417,15.31
S401,User_401,V58,S60,2024-01-17,1,0.733,66.189,2.535,13.99
S402,User_402,V78,S114,2024-01-17,2,2.683,13.664,14.33,8.28
S403,User_403,V149,S115,2024-01-17,1,3.617,31.81,32.837,32.94
S404,User_404,V74,S465,2024-01-17,1,1.5,79.462,25.413,18.27
S405,User_405,V7,S120,2024-01-17,3,2.95,26.615,22.744,29.94
S406,User_406,V74,S533,2024-01-17,2,2.783,55.485,19.935,22.62
S407,User_407,V160,S716,2024-01-17,1,1.933,64.403,35.929,14.25
S408,User_408,V12,S60,2024-01-17,2,2.233,41.587,39.754,35.66
S409,User_409,V78,S398,2024-01-18,3,1.05,76.448,19.766,35.76
S410,User_410,V23,S659,2024-01-18,2,2.55,19.899,33.636,30.71
S411,User_411,V103,S202,2024-01-18,3,2.317,25.101,24.435,30.55
S412,User_412,V107,S7,2024-01-18,3,3.417,27.047,4.522,33.46
S413,User_413,V70,S69,2024-01-18,3,1.033,30.185,40.182,7.26
S414,User_414,V16,S813,2024-01-18,1,2.117,15.342,43.497,30.95
S415,User_415,V147,S134,2024-01-18,4,1.5,45.344,11.275,11.66
S416,User_416,V70,S954,2024-01-18,1,0.65,60.26,31.223,11.47
S417,User_417,V126,S937,2024-01-18,2,3.517,5.65,11.667,25.63
S418,User_418,V122,S364,2024-01-18,1,1.883,32.492,47.258,7.59
S419,User_419,V74,S734,2024-01-18,1,1.567,61.461,31.65,10.99
S420,User_420,V16,S444,2024-01-18,4,1.767,41.579,35.418,7.27
S421,User_421,V126,S471,2024-01-18,2,0.5,41.603,4.91,13.57
S422,User_422,V16,S710,2024-01-18,3,2.7,29.698,32.303,21.48
S423,User_423,V118,S806,2024-01-18,3,1.817,72.716,32.253,28.12
S424,User_424,V122,S882,2024-01-18,2,0.733,61.927,25.275,27.12
S425,User_425,V42,S799,2024-01-18,1,0.95,12.667,36.158,30.67
S426,User_426,V126,S694,2024-01-18,4,0.867,78.955,41.308,26.94
S427,User_427,V160,S25,2024-01-18,4,2.3,64.982,38.499,24.82
S428,User_428,V82,S1172,2024-01-18,2,2.267,37.287,29.149,10.42
S429,User_429,V86,S340,2024-01-18,2,2.9,72.095,7.424,7.96
S430,User_430,V9,S68,2024-01-18,1,2.367,65.751,42.514,20.24
S431,User_431,V95,S100,2024-01-18,4,2.117,42.866,33.885,6.19
S432,User_432,V147,S653,2024-01-18,2,2.833,33.398,14.421,15.41
S433,User_433,V9,S283,2024-01-19,1,2.85,46.512,10.481,15.91
S434,User_434,V42,S264,2024-01-19,1,2.8,74.54,16.936,28.37
S435,User_435,V23,S96,2024-01-19,2,0.95,53.838,25.606,39.91
S436,User_436,V1,S62,2024-01-19,4,1.183,42.466,35.887,5.16
S437,User_437,V119,S1159,2024-01-19,3,2.133,65.543,30.724,23.56
S438,User_438,V62,S634,2024-01-19,1,1.5,76.499,37.446,31.95
S439,User_439,V9,S696,2024-01-19,3,2.533,5.615,18.561,54.89
S440,User_440,V142,S455,2024-01-19,1,1.55,26.468,15.863,18.34
S441,User_441,V142,S787,2024-01-19,4,1.0,6.874,42.836,23.71
S442,User_442,V77,S76,2024-01-19,3,1.833,21.581,32.632,29.88
S443,User_443,V51,S567,2024-01-19,2,3.833,7.57,40.84,36.54
S444,User_444,V62,S468,2024-01-19,1,0.65,49.546,27.008,5.38
S445,User_445,V82,S942,2024-01-19,2,0.617,72.83,45.379,5.71
S446,User_446,V23,S921,2024-01-19,2,2.967,71.126,14.167,11.35
S447,User_447,V62,S766,2024-01-19,4,3.9,36.244,12.831,9.74
S448,User_448,V165,S122,2024-01-19,2,1.467,53.399,49.77,15.32
S449,User_449,V164,S630,2024-01-19,1,3.45,5.746,7.008,20.65
S450,User_450,V113,S293,2024-01-19,2,3.767,9.737,3.645,39.66
S451,User_451,V58,S1155,2024-01-19,2,3.783,39.462,40.998,21.67
S452,User_452,V16,S427,2024-01-19,1,0.983,63.831,38.139,6.76
S453,User_453,V82,S111,2024-01-19,2,2.9,72.948,14.79,10.52
S454,User_454,V74,S73,2024-01-19,4,3.867,21.098,37.263,25.55
S455,User_455,V9,S574,2024-01-19,1,0.817,58.791,34.242,19.22
S456,User_456,V113,S372,2024-01-19,4,1.283,65.184,38.578,33.19
S457,User_457,V82,S9,2024-01-20,2,3.833,72.55,35.113,32.07
S458,User_458,V62,S992,2024-01-20,3,2.65,57.557,13.036,14.26
S459,User_459,V109,S332,2024-01-20,4,1.1,67.414,48.63,11.13
S460,User_460,V51,S46,2024-01-20,4,2.633,21.031,8.333,8.85
S461,User_461,V147,S1154,2024-01-20,2,2.683,16.472,22.114,24.11
S462,User_462,V107,S528,2024-01-20,3,2.15,78.307,11.811,29.76
S463,User_463,V82,S1011,2024-01-20,1,1.383,38.6,31.471,22.31
S464,User_464,V122,S713,2024-01-20,3,2.517,26.567,43.376,32.63
S465,User_465,V126,S975,2024-01-20,1,0.9,23.022,6.999,5.06
S466,User_466,V122,S433,2024-01-20,2,2.667,62.05,31.375,35.34
S467,User_467,V122,S116,2024-01-20,3,0.633,58.091,7.07,30.93
S468,User_468,V51,S405,2024-01-20,2,3.883,63.297,30.687,5.54
S469,User_469,V137,S908,2024-01-20,4,3.85,21.002,26.233,33.58
S470,User_470,V9,S409,2024-01-20,3,1.05,36.323,19.414,32.62
S471,User_471,V130,S994,2024-01-20,1,1.2,65.451,47.444,11.06
S472,User_472,V82,S667,2024-01-20,4,1.717,46.923,38.702,16.96
S473,User_473,V113,S144,2024-01-20,1,2.05,45.355,22.124,34.75
S474,User_474,V78,S393,2024-01-20,4,0.85,44.729,36.474,23.68
S475,User_475,V62,S563,2024-01-20,1,1.65,57.86,40.175,36.94
S476,User_476,V82,S1013,2024-01-20,1,2.65,25.893,23.435,36.65
S477,User_477,V7,S193,2024-01-20,2,2.05,65.899,39.459,10.08
S478,User_478,V150,S295,2024-01-20,4,3.717,34.802,16.597,28.33
S479,User_479,V66,S343,2024-01-20,2,1.017,18.869,44.011,13.01
S480,User_480,V80,S671,2024-01-20,2,2.25,77.347,7.852,37.61
S481,User_481,V160,S107,2024-01-21,2,2.883,31.731,68.543,16.75
S482,User_482,V23,S790,2024-01-21,2,3.883,41.271,6.792,27.61
S483,User_483,V119,S85,2024-01-21,1,0.5,41.951,39.257,21.6
S484,User_484,V82,S840,2024-01-21,2,1.683,46.412,28.155,32.59
S485,User_485,V150,S873,2024-01-21,2,3.417,21.41,24.626,14.9
S486,User_486,V62,S532,2024-01-21,2,1.317,54.996,23.093,36.97
S487,User_487,V160,S413,2024-01-21,1,2.833,7.739,36.454,15.49
S488,User_488,V50,S261,2024-01-21,4,0.733,11.483,21.48,13.03
S489,User_489,V12,S916,2024-01-21,1,1.367,39.47,21.765,7.4
S490,User_490,V126,S1173,2024-01-21,1,3.35,27.612,41.064,5.52
S491,User_491,V154,S913,2024-01-21,1,0.617,15.254,6.763,1.64
S492,User_492,V82,S633,2024-01-21,4,1.717,45.069,41.033,7.4
S493,User_493,V23,S741,2024-01-21,2,1.25,10.155,41.18,6.57
S494,User_494,V150,S938,2024-01-21,2,1.633,54.998,34.585,36.06
S495,User_495,V78,S749,2024-01-21,4,2.383,64.87,38.988,5.2
S496,User_496,V142,S781,2024-01-21,4,2.933,25.132,16.205,32.62
S497,User_497,V62,S130,2024-01-21,3,3.25,14.463,44.04,18.41
S498,User_498,V160,S1075,2024-01-21,2,2.533,79.418,40.54,21.03
S499,User_499,V150,S408,2024-01-21,1,2.8,44.418,19.663,6.19
S500,User_500,V162,S534,2024-01-21,1,2.433,74.02,31.703,16.63
S501,User_501,V16,S832,2024-01-21,2,1.2,36.505,11.409,18.47
S502,User_502,V142,S1074,2024-01-21,4,0.817,39.067,16.675,18.4
S503,User_503,V70,S466,2024-01-21,3,2.95,63.794,25.338,18.77
S504,User_504,V58,S64,2024-01-21,1,0.833,67.451,45.019,28.34
S505,User_505,V50,S298,2024-01-22,3,1.85,56.889,4.866,28.25
S506,User_506,V150,S827,2024-01-22,1,1.433,21.819,15.223,34.26
S507,User_507,V9,S418,2024-01-22,1,3.45,47.013,32.352,5.89
S508,User_508,V12,S1123,2024-01-22,2,1.717,73.62,25.276,24.75
S509,User_509,V82,S663,2024-01-22,1,2.117,75.147,35.503,23.11
S510,User_510,V143,S1090,2024-01-22,3,3.05,41.944,11.336,23.05
S511,User_511,V42,S765,2024-01-22,3,3.117,37.163,16.714,34.26
S512,User_512,V12,S779,2024-01-22,2,3.833,34.661,20.939,8.05
S513,User_513,V159,S1001,2024-01-22,1,2.317,56.306,24.305,28.01
S514,User_514,V32,S523,2024-01-22,3,2.4,8.891,48.736,8.59
S515,User_515,V9,S929,2024-01-22,4,3.133,29.379,9.762,38.97
S516,User_516,V58,S233,2024-01-22,2,1.183,6.538,5.525,38.99
S517,User_517,V107,S920,2024-01-22,4,1.617,70.39,43.54,32.26
S518,User_518,V74,S356,2024-01-22,3,3.633,16.081,36.728,69.41
S519,User_519,V78,S587,2024-01-22,4,3.633,7.558,43.234,28.52
S520,User_520,V43,S411,2024-01-22,2,1.65,15.808,7.184,30.31
S521,User_521,V16,S687,2024-01-22,4,1.783,60.124,30.659,19.63
S522,User_522,V154,S972,2024-01-22,3,3.75,67.939,17.9,0.31
S523,User_523,V7,S557,2024-01-22,4,1.983,70.04,32.41,16.58
S524,User_524,V58,S544,2024-01-22,4,2.333,68.555,6.326,13.37
S525,User_525,V78,S512,2024-01-22,4,2.35,36.566,46.265,23.29
S526,User_526,V23,S1136,2024-01-22,1,2.2,20.454,26.505,9.32
S527,User_527,V86,S44,2024-01-22,3,2.9,9.717,43.555,25.72
S528,User_528,V147,S238,2024-01-22,4,0.8,61.684,13.413,29.84
S529,User_529,V74,S882,2024-01-23,3,3.467,28.579,18.891,36.56
S530,User_530,V74,S600,2024-01-23,4,1.65,21.134,32.292,10.73
S531,User_531,V122,S388,2024-01-23,2,1.533,46.766,1.473,36.7
S532,User_532,V123,S507,2024-01-23,2,1.733,17.76,42.822,29.87
S533,User_533,V107,S422,2024-01-23,2,3.95,79.39,19.138,21.85
S534,User_534,V86,S635,2024-01-23,4,3.117,21.069,28.509,37.41
S535,User_535,V42,S501,2024-01-23,3,3.033,19.403,5.011,12.1
S536,User_536,V74,S366,2024-01-23,2,2.217,61.693,27.831,36.42
S537,User_537,V58,S1088,2024-01-23,1,1.733,44.87,41.419,34.24
S538,User_538,V50,S239,2024-01-23,2,2.617,46.212,48.973,28.83
S539,User_539,V122,S383,2024-01-23,2,3.8,131.83,34.692,32.21
S540,User_540,V9,S764,2024-01-23,1,3.05,57.038,43.967,8.96
S541,User_541,V147,S672,2024-01-23,2,1.417,32.94,38.706,29.96
S542,User_542,V119,S1010,2024-01-23,4,0.85,63.024,8.559,17.57
S543,User_543,V108,S519,2024-01-23,4,1.967,33.014,31.904,31.92
S544,User_544,V9,S1106,2024-01-23,2,0.8,56.617,70.772,37.14
S545,User_545,V142,S961,2024-01-23,3,3.133,53.174,19.149,26.69
S546,User_546,V70,S385,2024-01-23,3,0.917,51.871,28.747,20.19
S547,User_547,V86,S524,2024-01-23,2,3.317,64.308,33.308,14.2
S548,User_548,V119,S336,2024-01-23,1,3.3,4.288,38.842,41.87
S549,User_549,V154,S447,2024-01-23,4,0.867,56.728,11.926,19.14
S550,User_550,V119,S235,2024-01-23,4,1.267,44.91,16.749,32.16
S551,User_551,V58,S219,2024-01-23,4,0.7,13.877,46.759,9.89
S552,User_552,V113,S856,2024-01-23,2,1.583,39.371,26.038,27.08
S553,User_553,V102,S374,2024-01-24,4,3.717,11.759,34.72,13.29
S554,User_554,V86,S366,2024-01-24,2,2.883,49.898,44.047,37.87
S555,User_555,V82,S1166,2024-01-24,2,1.7,64.61,3.991,37.08
S556,User_556,V70,S525,2024-01-24,3,3.083,12.595,13.287,25.14
S557,User_557,V51,S904,2024-01-24,1,1.767,65.597,5.587,2.35
S558,User_558,V70,S733,2024-01-24,1,3.2,8.112,37.292,32.13
S559,User_559,V154,S413,2024-01-24,1,3.3,48.961,28.6,12.33
S560,User_560,V9,S816,2024-01-24,4,3.9,34.383,6.558,22.88
S561,User_561,V142,S45,2024-01-24,3,1.0,52.557,37.502,26.92
S562,User_562,V147,S438,2024-01-24,3,1.9,37.23,4.303,24.63
S563,User_563,V74,S1177,2024-01-24,2,3.15,54.785,17.392,30.79
S564,User_564,V12,S1130,2024-01-24,3,3.517,37.427,16.98,5.47
S565,User_565,V16,S761,2024-01-24,2,3.817,28.079,25.576,11.34
S566,User_566,V9,S551,2024-01-24,3,1.467,79.788,54.401,15.68
S567,User_567,V58,S215,2024-01-24,2,1.167,75.622,16.791,30.05
S568,User_568,V82,S576,2024-01-24,4,2.35,48.578,1.722,22.02
S569,User_569,V7,S793,2024-01-24,3,3.717,60.637,7.703,14.59
S570,User_570,V51,S669,2024-01-24,1,2.083,66.851,20.271,38.77
S571,User_571,V113,S905,2024-01-24,2,3.517,32.348,15.17,16.52
S572,User_572,V104,S224,2024-01-24,3,3.283,11.761,3.582,19.07
S573,User_573,V34,S111,2024-01-24,3,2.517,67.706,13.861,33.84
S574,User_574,V60,S276,2024-01-24,2,3.083,8.384,40.178,11.68
S575,User_575,V70,S255,2024-01-24,3,3.233,60.94,18.879,30.06
S576,User_576,V86,S350,2024-01-24,1,2.233,47.922,21.458,15.09
S577,User_577,V122,S187,2024-01-25,2,3.7,48.618,13.14,19.95
S578,User_578,V16,S180,2024-01-25,2,1.717,7.604,4.429,5.58
S579,User_579,V122,S895,2024-01-25,2,3.533,70.537,42.096,19.81
S580,User_580,V23,S92,2024-01-25,2,2.683,73.316,23.973,18.39
S581,User_581,V7,S538,2024-01-25,2,2.133,62.868,15.49,10.01
S582,User_582,V86,S1182,2024-01-25,1,2.583,14.355,47.805,35.25
S583,User_583,V154,S613,2024-01-25,2,2.783,74.79,21.108,10.34
S584,User_584,V150,S865,2024-01-25,1,3.4,41.981,14.091,37.62
S585,User_585,V61,S820,2024-01-25,1,1.733,66.823,11.896,22.69
S586,User_586,V70,S325,2024-01-25,1,0.717,47.188,5.34,29.79
S587,User_587,V23,S376,2024-01-25,2,1.117,46.296,10.6,13.9
S588,User_588,V150,S683,2024-01-25,1,2.817,37.109,20.08,20.35
S589,User_589,V9,S489,2024-01-25,2,1.233,71.975,23.65,32.02
S590,User_590,V154,S926,2024-01-25,1,2.9,64.172,22.128,31.0
S591,User_591,V142,S500,2024-01-25,2,3.95,45.134,11.426,10.68
S592,User_592,V154,S430,2024-01-25,3,3.2,23.921,25.797,6.98
S593,User_593,V82,S580,2024-01-25,3,3.717,40.631,25.767,9.17
S594,User_594,V113,S318,2024-01-25,1,1.733,75.407,17.73,9.08
S595,User_595,V9,S604,2024-01-25,4,3.3,62.257,18.866,31.58
S596,User_596,V78,S119,2024-01-25,4,3.733,36.49,5.949,23.36
S597,User_597,V82,S504,2024-01-25,3,0.967,67.56,8.971,37.67
S598,User_598,V78,S660,2024-01-25,1,0.783,52.575,4.712,12.33
S599,User_599,V82,S575,2024-01-25,1,0.817,28.28,13.227,24.96
S600,User_600,V74,S788,2024-01-25,1,0.717,28.869,32.83,46.06
S601,User_601,V58,S232,2024-01-26,4,3.183,13.117,4.121,25.8
S602,User_602,V7,S1085,2024-01-26,3,3.433,21.423,9.189,28.07
S603,User_603,V86,S47,2024-01-26,1,1.383,45.118,4.274,7.07
S604,User_604,V9,S1072,2024-01-26,3,1.0,26.292,3.593,33.69
S605,User_605,V51,S840,2024-01-26,3,1.45,51.637,14.607,13.48
S606,User_606,V58,S848,2024-01-26,2,2.217,44.817,12.547,32.94
S607,User_607,V7,S244,2024-01-26,4,3.317,19.362,29.626,35.26
S608,User_608,V150,S88,2024-01-26,3,3.583,55.396,31.554,12.86
S609,User_609,V107,S656,2024-01-26,2,2.617,22.016,41.196,35.94
S610,User_610,V150,S515,2024-01-26,4,3.983,67.382,2.637,25.82
S611,User_611,V150,S449,2024-01-26,1,3.117,68.238,8.991,39.69
S612,User_612,V147,S1186,2024-01-26,1,0.9,67.133,27.957,32.7
S613,User_613,V78,S20,2024-01-26,2,3.667,42.919,13.104,22.07
S614,User_614,V42,S754,2024-01-26,1,0.8,12.268,15.335,22.67
S615,User_615,V147,S254,2024-01-26,2,3.817,35.327,44.673,25.36
S616,User_616,V50,S426,2024-01-26,2,2.75,74.511,7.995,29.6
S617,User_617,V7,S441,2024-01-26,1,0.533,20.039,37.572,17.34
S618,User_618,V122,S1140,2024-01-26,4,3.733,49.739,32.868,19.58
S619,User_619,V2,S770,2024-01-26,2,1.917,23.522,42.38,0.67
S620,User_620,V23,S969,2024-01-26,4,3.967,44.953,34.04,26.38
S621,User_621,V91,S38,2024-01-26,4,2.9,66.705,6.514,32.29
S622,User_622,V113,S168,2024-01-26,2,2.85,44.062,12.638,5.45
S623,User_623,V23,S1164,2024-01-26,4,0.633,14.026,30.775,10.79
S624,User_624,V16,S1144,2024-01-26,2,3.65,21.765,20.317,23.21
S625,User_625,V107,S1036,2024-01-27,1,2.05,16.555,36.749,30.02
S626,User_626,V116,S997,2024-01-27,1,2.967,15.474,8.613,15.06
S627,User_627,V7,S973,2024-01-27,1,3.883,43.512,26.135,6.62
S628,User_628,V119,S445,2024-01-27,1,3.233,38.598,26.563,45.04
S629,User_629,V9,S81,2024-01-27,1,2.8,45.079,16.1,6.56
S630,User_630,V16,S1033,2024-01-27,4,0.817,58.773,12.802,22.04
S631,User_631,V74,S783,2024-01-27,4,1.067,65.539,5.211,32.85
S632,User_632,V147,S508,2024-01-27,4,1.367,79.214,20.614,22.48
S633,User_633,V9,S1006,2024-01-27,3,3.4,62.919,37.243,38.97
S634,User_634,V38,S1179,2024-01-27,3,2.317,18.4,5.904,28.02
S635,User_635,V147,S308,2024-01-27,2,3.867,47.492,44.872,6.15
S636,User_636,V154,S178,2024-01-27,3,3.483,21.471,47.19,26.87
S637,User_637,V150,S155,2024-01-27,1,2.75,21.868,29.884,40.43
S638,User_638,V78,S878,2024-01-27,1,0.55,78.238,10.327,10.55
S639,User_639,V9,S435,2024-01-27,1,3.067,79.75,26.006,12.67
S640,User_640,V82,S259,2024-01-27,2,3.35,66.899,39.324,17.09
S641,User_641,V9,S629,2024-01-27,2,3.283,68.069,34.398,29.47
S642,User_642,V70,S599,2024-01-27,2,2.183,40.052,26.328,36.05
S643,User_643,V82,S479,2024-01-27,2,1.267,77.678,36.884,31.19
S644,User_644,V50,S1034,2024-01-27,4,2.05,38.36,38.344,10.23
S645,User_645,V78,S798,2024-01-27,2,3.35,6.338,4.316,12.55
S646,User_646,V126,S1071,2024-01-27,2,1.283,6.979,35.789,23.12
S647,User_647,V50,S967,2024-01-27,3,2.0,30.549,31.232,28.46
S648,User_648,V70,S632,2024-01-27,4,3.483,62.42,29.908,8.08
S649,User_649,V134,S569,2024-01-28,1,1.883,34.793,11.916,19.59
S650,User_650,V101,S638,2024-01-28,3,1.617,58.458,36.16,37.03
S651,User_651,V126,S199,2024-01-28,2,2.8,50.163,41.566,14.25
S652,User_652,V126,S241,2024-01-28,1,3.9,76.065,5.49,8.83
S653,User_653,V51,S722,2024-01-28,1,2.567,51.216,18.275,35.14
S654,User_654,V82,S227,2024-01-28,1,1.7,39.677,5.847,23.86
S655,User_655,V70,S127,2024-01-28,3,0.55,68.269,15.061,8.01
S656,User_656,V147,S714,2024-01-28,4,1.75,30.55,8.832,38.44
S657,User_657,V150,S419,2024-01-28,4,1.7,44.759,19.404,5.78
S658,User_658,V119,S79,2024-01-28,1,1.767,59.157,19.101,20.11
S659,User_659,V160,S460,2024-01-28,2,1.283,57.146,5.962,13.63
S660,User_660,V51,S810,2024-01-28,4,3.05,117.999,38.688,38.3
S661,User_661,V78,S842,2024-01-28,4,2.183,23.837,12.33,36.24
S662,User_662,V105,S852,2024-01-28,2,2.25,29.35,30.324,13.51
S663,User_663,V154,S697,2024-01-28,3,1.767,47.061,10.414,31.58
S664,User_664,V51,S439,2024-01-28,3,1.133,27.17,23.825,9.89
S665,User_665,V42,S126,2024-01-28,2,1.45,48.942,31.171,10.16
S666,User_666,V142,S404,2024-01-28,3,0.8,19.147,35.454,7.52
S667,User_667,V78,S373,2024-01-28,1,1.95,58.197,6.509,38.3
S668,User_668,V147,S664,2024-01-28,4,2.367,65.201,22.573,9.02
S669,User_669,V96,S286,2024-01-28,3,1.767,51.142,21.118,34.74
S670,User_670,V142,S1107,2024-01-28,1,1.767,69.716,10.063,37.12
S671,User_671,V58,S775,2024-01-28,1,3.583,41.977,49.308,19.56
S672,User_672,V142,S42,2024-01-28,1,0.95,69.422,9.89,10.83
S673,User_673,V70,S37,2024-01-29,1,1.583,78.984,37.479,32.76
S674,User_674,V16,S452,2024-01-29,1,0.65,8.528,9.812,17.86
S675,User_675,V158,S935,2024-01-29,2,2.583,54.86,38.702,18.79
S676,User_676,V90,S871,2024-01-29,4,3.9,48.503,43.61,13.98
S677,User_677,V74,S151,2024-01-29,4,1.45,52.533,40.99,17.65
S678,User_678,V51,S360,2024-01-29,2,3.833,45.471,48.011,7.39
S679,User_679,V70,S663,2024-01-29,2,2.85,34.68,41.81,36.03
S680,User_680,V70,S1063,2024-01-29,1,2.567,5.356,18.317,13.65
S681,User_681,V86,S394,2024-01-29,3,2.35,27.282,24.478,12.45
S682,User_682,V78,S395,2024-01-29,4,1.883,11.515,3.802,31.19
S683,User_683,V113,S1065,2024-01-29,3,2.867,9.448,40.516,17.59
S684,User_684,V122,S352,2024-01-29,4,2.083,53.104,12.621,40.32
S685,User_685,V51,S1043,2024-01-29,1,1.033,28.788,33.373,11.34
S686,User_686,V150,S876,2024-01-29,3,2.9,51.207,9.978,24.58
S687,User_687,V87,S977,2024-01-29,4,3.017,7.275,21.06,34.65
S688,User_688,V152,S153,2024-01-29,4,3.117,153.446,49.234,38.38
S689,User_689,V160,S72,2024-01-29,1,3.65,74.35,18.034,31.42
S690,User_690,V42,S128,2024-01-29,3,2.833,79.962,9.808,13.15
S691,User_691,V86,S1015,2024-01-29,1,3.65,57.233,30.943,5.66
S692,User_692,V74,S262,2024-01-29,3,1.267,39.223,30.966,11.95
S693,User_693,V23,S440,2024-01-29,3,2.35,10.42,18.9,8.94
S694,User_694,V154,S1113,2024-01-29,4,2.883,47.197,23.43,9.99
S695,User_695,V150,S21,2024-01-29,2,3.717,64.451,21.472,31.67
S696,User_696,V122,S648,2024-01-29,3,3.967,37.847,2.826,8.33
S697,User_697,V8,S176,2024-01-30,3,1.2,49.351,41.126,8.82
S698,User_698,V113,S574,2024-01-30,1,0.617,79.263,27.645,27.61
S699,User_699,V126,S714,2024-01-30,3,0.533,38.617,43.013,10.4
S700,User_700,V113,S835,2024-01-30,3,2.567,24.401,31.115,24.13
S701,User_701,V51,S553,2024-01-30,3,0.683,26.18,25.858,26.6
S702,User_702,V51,S796,2024-01-30,3,1.883,85.609,45.456,22.85
S703,User_703,V113,S1186,2024-01-30,3,0.75,28.685,16.487,30.52
S704,User_704,V9,S705,2024-01-30,2,1.783,34.727,24.022,25.48
S705,User_705,V160,S443,2024-01-30,4,3.95,56.658,21.07,12.85
S706,User_706,V7,S1061,2024-01-30,3,1.467,5.584,35.821,35.01
S707,User_707,V82,S691,2024-01-30,1,3.433,9.67,37.514,16.72
S708,User_708,V65,S358,2024-01-30,1,1.533,42.745,40.206,14.26
S709,User_709,V150,S1183,2024-01-30,3,3.65,58.282,32.977,31.95
S710,User_710,V142,S63,2024-01-30,3,1.3,47.889,26.425,13.43
S711,User_711,V74,S617,2024-01-30,3,1.333,10.558,17.232,29.84
S712,User_712,V74,S909,2024-01-30,2,1.033,12.128,9.582,38.12
S713,User_713,V119,S410,2024-01-30,4,0.983,45.909,26.312,11.23
S714,User_714,V51,S245,2024-01-30,1,3.6,8.115,2.254,26.85
S715,User_715,V42,S514,2024-01-30,2,1.75,9.623,34.939,29.81
S716,User_716,V23,S584,2024-01-30,2,0.733,27.854,37.689,37.96
S717,User_717,V122,S1207,2024-01-30,3,1.85,23.223,5.407,30.84
S718,User_718,V107,S281,2024-01-30,4,2.017,21.309,28.044,39.93
S719,User_719,V107,S1029,2024-01-30,3,0.867,77.457,47.333,38.26
S720,User_720,V113,S722,2024-01-30,1,3.917,32.253,71.621,35.48
S721,User_721,V42,S369,2024-01-31,4,2.05,17.929,35.14,11.48
S722,User_722,V62,S639,2024-01-31,3,1.233,77.296,5.972,8.43
S723,User_723,V119,S17,2024-01-31,1,1.517,26.493,7.149,27.97
S724,User_724,V7,S26,2024-01-31,2,3.933,55.303,37.347,24.08
S725,User_725,V160,S717,2024-01-31,1,3.8,10.192,14.435,29.62
